No. moves  % accept.        E_tot           E_sr
     35574    49.7724        -7007.585       -7007.585
     35576    49.7724        -7003.712       -7003.712
     35578    49.7723        -6994.377       -6994.377
     35580    49.7723        -6967.229       -6967.229
     35582    49.7723        -6943.021       -6943.021
     35584    49.7723        -6969.332       -6969.332
     35586    49.7723        -6990.370       -6990.370
     35588    49.7723        -6998.496       -6998.496
     35590    49.7723        -7021.484       -7021.484
     35592    49.7723        -6996.699       -6996.699
     35594    49.7723        -7016.124       -7016.124
     35596    49.7723        -7014.694       -7014.694
     35598    49.7724        -7014.417       -7014.417
     35600    49.7724        -7003.234       -7003.234
     35602    49.7724        -7000.987       -7000.987
     35604    49.7724        -7033.594       -7033.594
     35606    49.7724        -7008.246       -7008.246
     35608    49.7724        -6993.818       -6993.818
     35610    49.7724        -7003.956       -7003.956
     35612    49.7724        -7011.347       -7011.347
     35614    49.7724        -7021.709       -7021.709
     35616    49.7724        -7006.823       -7006.823
     35618    49.7724        -6988.808       -6988.808
     35620    49.7724        -6979.511       -6979.511
     35622    49.7724        -6986.670       -6986.670
     35624    49.7724        -7011.634       -7011.634
     35626    49.7724        -7023.375       -7023.375
     35628    49.7724        -7023.914       -7023.914
     35630    49.7723        -7016.740       -7016.740
     35632    49.7724        -6986.820       -6986.820
     35634    49.7724        -6996.252       -6996.252
     35636    49.7724        -6994.216       -6994.216
     35638    49.7725        -7003.484       -7003.484
     35640    49.7725        -6991.651       -6991.651
     35642    49.7725        -6974.544       -6974.544
     35644    49.7725        -6972.690       -6972.690
     35646    49.7725        -6991.251       -6991.251
     35648    49.7725        -6966.468       -6966.468
     35650    49.7725        -6982.631       -6982.631
     35652    49.7725        -6971.497       -6971.497
     35654    49.7725        -6946.747       -6946.747
     35656    49.7726        -6949.812       -6949.812
     35658    49.7726        -6956.380       -6956.380
     35660    49.7725        -6950.506       -6950.506
     35662    49.7725        -6947.370       -6947.370
     35664    49.7725        -6948.554       -6948.554
     35666    49.7726        -6927.413       -6927.413
     35668    49.7725        -6980.276       -6980.276
     35670    49.7726        -7006.102       -7006.102
     35672    49.7725        -7006.174       -7006.174
     35674    49.7725        -6980.647       -6980.647
     35676    49.7725        -6986.075       -6986.075
     35678    49.7725        -6986.202       -6986.202
     35680    49.7725        -6987.175       -6987.175
     35682    49.7725        -6993.596       -6993.596
     35684    49.7725        -6980.409       -6980.409
     35686    49.7725        -6998.849       -6998.849
     35688    49.7725        -7016.905       -7016.905
     35690    49.7725        -7027.162       -7027.162
     35692    49.7725        -7028.650       -7028.650
     35694    49.7725        -7007.959       -7007.959
     35696    49.7725        -7013.834       -7013.834
     35698    49.7725        -7031.454       -7031.454
     35700    49.7725        -7066.854       -7066.854
     35702    49.7725        -7054.555       -7054.555
     35704    49.7725        -7034.579       -7034.579
     35706    49.7725        -7020.229       -7020.229
     35708    49.7725        -7038.951       -7038.951
     35710    49.7724        -7016.958       -7016.958
     35712    49.7724        -7023.846       -7023.846
     35714    49.7725        -7018.981       -7018.981
     35716    49.7725        -7036.555       -7036.555
     35718    49.7724        -7033.060       -7033.060
     35720    49.7724        -7038.685       -7038.685
     35722    49.7724        -7022.832       -7022.832
     35724    49.7724        -7020.336       -7020.336
     35726    49.7724        -6996.155       -6996.155
     35728    49.7724        -6992.240       -6992.240
     35730    49.7724        -6998.626       -6998.626
     35732    49.7724        -6997.414       -6997.414
     35734    49.7724        -7013.684       -7013.684
     35736    49.7723        -7015.902       -7015.902
     35738    49.7723        -6993.130       -6993.130
     35740    49.7723        -7009.250       -7009.250
     35742    49.7722        -6995.626       -6995.626
     35744    49.7722        -7000.520       -7000.520
     35746    49.7722        -7009.386       -7009.386
     35748    49.7722        -7004.561       -7004.561
     35750    49.7722        -7008.126       -7008.126
     35752    49.7722        -6982.308       -6982.308
     35754    49.7722        -6985.233       -6985.233
     35756    49.7722        -6997.037       -6997.037
     35758    49.7723        -7012.873       -7012.873
     35760    49.7723        -7029.191       -7029.191
     35762    49.7724        -7036.693       -7036.693
     35764    49.7724        -7004.886       -7004.886
     35766    49.7724        -7011.091       -7011.091
     35768    49.7723        -6989.049       -6989.049
     35770    49.7723        -7017.324       -7017.324
     35772    49.7723        -7010.475       -7010.475
     35774    49.7723        -7003.612       -7003.612
     35776    49.7723        -7008.265       -7008.265
     35778    49.7724        -6987.914       -6987.914
     35780    49.7724        -7011.557       -7011.557
     35782    49.7723        -7031.843       -7031.843
     35784    49.7723        -7037.001       -7037.001
     35786    49.7723        -7014.221       -7014.221
     35788    49.7723        -7036.682       -7036.682
     35790    49.7723        -6998.935       -6998.935
     35792    49.7723        -6973.339       -6973.339
     35794    49.7723        -6995.083       -6995.083
     35796    49.7723        -6980.821       -6980.821
     35798    49.7723        -6986.033       -6986.033
     35800    49.7723        -7006.571       -7006.571
     35802    49.7723        -7016.760       -7016.760
     35804    49.7723        -7019.451       -7019.451
     35806    49.7723        -7016.336       -7016.336
     35808    49.7723        -7025.224       -7025.224
     35810    49.7723        -7016.931       -7016.931
     35812    49.7724        -7005.534       -7005.534
     35814    49.7724        -7026.841       -7026.841
     35816    49.7723        -6994.138       -6994.138
     35818    49.7723        -6978.553       -6978.553
     35820    49.7724        -7029.260       -7029.260
     35822    49.7724        -7014.108       -7014.108
     35824    49.7724        -7022.356       -7022.356
     35826    49.7724        -7006.123       -7006.123
     35828    49.7724        -7012.332       -7012.332
     35830    49.7724        -7007.978       -7007.978
     35832    49.7724        -6979.502       -6979.502
     35834    49.7724        -7001.006       -7001.006
     35836    49.7725        -7019.298       -7019.298
     35838    49.7725        -7037.141       -7037.141
     35840    49.7724        -7057.629       -7057.629
     35842    49.7724        -7026.499       -7026.499
     35844    49.7724        -7038.776       -7038.776
     35846    49.7723        -7063.483       -7063.483
     35848    49.7723        -7031.617       -7031.617
     35850    49.7723        -6998.457       -6998.457
     35852    49.7723        -7008.123       -7008.123
     35854    49.7723        -7007.775       -7007.775
     35856    49.7723        -7032.017       -7032.017
     35858    49.7723        -7010.803       -7010.803
     35860    49.7723        -7037.070       -7037.070
     35862    49.7723        -7026.889       -7026.889
     35864    49.7723        -7002.944       -7002.944
     35866    49.7723        -7004.261       -7004.261
     35868    49.7724        -7053.270       -7053.270
     35870    49.7724        -7047.167       -7047.167
     35872    49.7724        -7040.638       -7040.638
     35874    49.7724        -7056.012       -7056.012
     35876    49.7724        -7052.113       -7052.113
     35878    49.7724        -7015.790       -7015.790
     35880    49.7725        -7028.887       -7028.887
