No. moves  % accept.   % acc. vol.    E_tot          E_sr          Vol       Lx        Ly        Lz
     64    56.2269        48.4375         -6207.008      -6207.008     115723.12  48.73116  48.73116  48.73116
     66    56.2069        50.0000         -6213.716      -6213.716     116853.34  48.88929  48.88929  48.88929
     68    56.1807        50.0000         -6200.512      -6200.512     117643.49  48.99923  48.99923  48.99923
     70    56.1713        48.5714         -6209.172      -6209.172     117643.49  48.99923  48.99923  48.99923
     72    56.1349        47.2222         -6248.211      -6248.211     117643.49  48.99923  48.99923  48.99923
     74    56.0852        47.2973         -6252.616      -6252.616     118120.45  49.06536  49.06536  49.06536
     76    56.0707        48.6842         -6214.911      -6214.911     120983.61  49.45864  49.45864  49.45864
     78    56.0452        48.7179         -6228.699      -6228.699     122377.85  49.64791  49.64791  49.64791
     80    56.0419        47.5000         -6232.155      -6232.155     122377.85  49.64791  49.64791  49.64791
     82    56.0256        46.3415         -6254.413      -6254.413     122377.85  49.64791  49.64791  49.64791
     84    56.0028        47.6190         -6224.824      -6224.824     124040.70  49.87176  49.87176  49.87176
     86    55.9977        47.6744         -6206.655      -6206.655     124659.89  49.95461  49.95461  49.95461
     88    55.9827        46.5909         -6206.652      -6206.652     124659.89  49.95461  49.95461  49.95461
     90    55.9845        45.5556         -6219.747      -6219.747     124659.89  49.95461  49.95461  49.95461
     92    55.9679        44.5652         -6255.390      -6255.390     124659.89  49.95461  49.95461  49.95461
     94    55.9471        44.6809         -6257.129      -6257.129     125608.34  50.08098  50.08098  50.08098
     96    55.9665        44.7917         -6238.402      -6238.402     127194.62  50.29092  50.29092  50.29092
     98    55.9455        44.8980         -6196.834      -6196.834     127939.17  50.38886  50.38886  50.38886
     100    55.9345        45.0000         -6214.196      -6214.196     130071.87  50.66730  50.66730  50.66730
     102    55.9217        45.0980         -6216.063      -6216.063     130606.78  50.73666  50.73666  50.73666
     104    55.9009        45.1923         -6215.454      -6215.454     131055.51  50.79470  50.79470  50.79470
     106    55.8950        45.2830         -6183.863      -6183.863     133086.79  51.05579  51.05579  51.05579
     108    55.9110        45.3704         -6180.866      -6180.866     134468.62  51.23188  51.23188  51.23188
     110    55.9128        45.4545         -6203.602      -6203.602     135456.02  51.35697  51.35697  51.35697
     112    55.9053        45.5357         -6146.357      -6146.357     137156.43  51.57098  51.57098  51.57098
     114    55.9201        44.7368         -6179.272      -6179.272     137156.43  51.57098  51.57098  51.57098
     116    55.9282        43.9655         -6159.533      -6159.533     137156.43  51.57098  51.57098  51.57098
     118    55.9346        44.0678         -6161.015      -6161.015     137757.46  51.64620  51.64620  51.64620
     120    55.9449        44.1667         -6159.830      -6159.830     139861.08  51.90776  51.90776  51.90776
     122    55.9435        44.2623         -6144.638      -6144.638     141777.26  52.14374  52.14374  52.14374
     124    55.9521        43.5484         -6130.752      -6130.752     141777.26  52.14374  52.14374  52.14374
     126    55.9577        43.6508         -6116.627      -6116.627     143234.04  52.32173  52.32173  52.32173
     128    55.9713        42.9688         -6121.852      -6121.852     143234.04  52.32173  52.32173  52.32173
     130    55.9689        43.0769         -6120.070      -6120.070     143291.30  52.32870  52.32870  52.32870
     132    55.9847        42.4242         -6141.210      -6141.210     143291.30  52.32870  52.32870  52.32870
     134    55.9985        42.5373         -6098.563      -6098.563     145683.32  52.61828  52.61828  52.61828
     136    56.0012        43.3824         -6044.396      -6044.396     149244.19  53.04354  53.04354  53.04354
     138    56.0182        43.4783         -6036.194      -6036.194     151065.49  53.25844  53.25844  53.25844
     140    56.0359        42.8571         -6027.287      -6027.287     151065.49  53.25844  53.25844  53.25844
     142    56.0614        42.2535         -6024.792      -6024.792     151065.49  53.25844  53.25844  53.25844
     144    56.0658        42.3611         -6014.216      -6014.216     151488.23  53.30807  53.30807  53.30807
     146    56.0740        43.1507         -5986.268      -5986.268     152970.04  53.48132  53.48132  53.48132
     148    56.1020        42.5676         -5995.493      -5995.493     152970.04  53.48132  53.48132  53.48132
     150    56.1111        43.3333         -6002.118      -6002.118     154580.27  53.66832  53.66832  53.66832
     152    56.1265        43.4211         -6015.810      -6015.810     154555.26  53.66543  53.66543  53.66543
     154    56.1354        42.8571         -5980.254      -5980.254     154555.26  53.66543  53.66543  53.66543
     156    56.1482        42.3077         -6019.151      -6019.151     154555.26  53.66543  53.66543  53.66543
     158    56.1588        41.7722         -6028.528      -6028.528     154555.26  53.66543  53.66543  53.66543
     160    56.1627        42.5000         -5969.100      -5969.100     158277.36  54.09282  54.09282  54.09282
     162    56.1751        42.5926         -5974.007      -5974.007     160443.48  54.33846  54.33846  54.33846
     164    56.1691        42.0732         -5971.092      -5971.092     160443.48  54.33846  54.33846  54.33846
     166    56.1913        42.1687         -5953.083      -5953.083     162363.87  54.55440  54.55440  54.55440
     168    56.1973        41.6667         -5999.992      -5999.992     162363.87  54.55440  54.55440  54.55440
     170    56.2106        41.7647         -5988.468      -5988.468     164843.19  54.83069  54.83069  54.83069
     172    56.2356        41.8605         -5950.207      -5950.207     167278.39  55.09937  55.09937  55.09937
     174    56.2438        41.9540         -5907.617      -5907.617     169072.78  55.29568  55.29568  55.29568
     176    56.2753        41.4773         -5900.472      -5900.472     169072.78  55.29568  55.29568  55.29568
     178    56.3083        41.5730         -5894.143      -5894.143     169693.28  55.36325  55.36325  55.36325
     180    56.3268        41.6667         -5887.556      -5887.556     169745.75  55.36895  55.36895  55.36895
     182    56.3407        41.2088         -5897.675      -5897.675     169745.75  55.36895  55.36895  55.36895
     184    56.3549        40.7609         -5903.240      -5903.240     169745.75  55.36895  55.36895  55.36895
     186    56.3757        41.3978         -5909.655      -5909.655     172445.38  55.66094  55.66094  55.66094
     188    56.3938        41.4894         -5872.725      -5872.725     174878.69  55.92152  55.92152  55.92152
     190    56.4094        42.1053         -5815.602      -5815.602     177533.97  56.20313  56.20313  56.20313
     192    56.4296        42.1875         -5805.520      -5805.520     178063.67  56.25897  56.25897  56.25897
     194    56.4554        41.7526         -5835.380      -5835.380     178063.67  56.25897  56.25897  56.25897
     196    56.4757        41.8367         -5847.275      -5847.275     179012.85  56.35876  56.35876  56.35876
     198    56.4804        42.4242         -5827.287      -5827.287     181639.19  56.63304  56.63304  56.63304
     200    56.5015        42.5000         -5837.642      -5837.642     181328.55  56.60073  56.60073  56.60073
     202    56.5208        43.0693         -5812.453      -5812.453     183919.02  56.86899  56.86899  56.86899
     204    56.5386        42.6471         -5812.644      -5812.644     183919.02  56.86899  56.86899  56.86899
     206    56.5546        43.2039         -5803.186      -5803.186     186641.52  57.14823  57.14823  57.14823
     208    56.5769        43.2692         -5781.013      -5781.013     188346.11  57.32168  57.32168  57.32168
     210    56.5920        43.3333         -5784.383      -5784.383     189498.36  57.43833  57.43833  57.43833
     212    56.6084        43.3962         -5764.906      -5764.906     190812.82  57.57083  57.57083  57.57083
     214    56.6283        42.9907         -5752.657      -5752.657     190812.82  57.57083  57.57083  57.57083
     216    56.6463        43.0556         -5757.211      -5757.211     191816.66  57.67161  57.67161  57.67161
     218    56.6583        43.1193         -5759.551      -5759.551     192691.10  57.75912  57.75912  57.75912
     220    56.6714        43.6364         -5753.640      -5753.640     194346.61  57.92406  57.92406  57.92406
     222    56.6871        43.2432         -5761.720      -5761.720     194346.61  57.92406  57.92406  57.92406
     224    56.7045        43.3036         -5729.910      -5729.910     195028.85  57.99176  57.99176  57.99176
     226    56.7154        42.9204         -5724.888      -5724.888     195028.85  57.99176  57.99176  57.99176
     228    56.7268        42.9825         -5749.650      -5749.650     195013.82  57.99027  57.99027  57.99027
     230    56.7440        42.6087         -5741.472      -5741.472     195013.82  57.99027  57.99027  57.99027
     232    56.7610        42.6724         -5723.218      -5723.218     197872.08  58.27221  58.27221  58.27221
     234    56.7776        42.3077         -5720.769      -5720.769     197872.08  58.27221  58.27221  58.27221
     236    56.7958        42.3729         -5699.187      -5699.187     199083.05  58.39085  58.39085  58.39085
     238    56.8064        42.4370         -5705.135      -5705.135     200803.73  58.55859  58.55859  58.55859
     240    56.8181        42.0833         -5713.995      -5713.995     200803.73  58.55859  58.55859  58.55859
     242    56.8321        42.1488         -5697.094      -5697.094     201984.79  58.67317  58.67317  58.67317
     244    56.8490        42.6230         -5687.691      -5687.691     203773.90  58.84590  58.84590  58.84590
     246    56.8635        43.0894         -5648.022      -5648.022     208012.31  59.25109  59.25109  59.25109
     248    56.8833        43.1452         -5596.377      -5596.377     210958.56  59.52952  59.52952  59.52952
     250    56.9036        43.6000         -5556.600      -5556.600     214303.83  59.84253  59.84253  59.84253
     252    56.9213        43.6508         -5564.825      -5564.825     214631.99  59.87306  59.87306  59.87306
     254    56.9410        43.3071         -5565.002      -5565.002     214631.99  59.87306  59.87306  59.87306
     256    56.9615        43.3594         -5599.840      -5599.840     215844.42  59.98559  59.98559  59.98559
     258    56.9778        43.4109         -5579.349      -5579.349     218623.46  60.24194  60.24194  60.24194
     260    57.0028        43.8462         -5550.074      -5550.074     221147.33  60.47287  60.47287  60.47287
     262    57.0172        43.5115         -5550.935      -5550.935     221147.33  60.47287  60.47287  60.47287
     264    57.0391        43.9394         -5546.762      -5546.762     224887.05  60.81184  60.81184  60.81184
     266    57.0594        43.9850         -5536.414      -5536.414     226043.51  60.91590  60.91590  60.91590
     268    57.0806        44.0299         -5544.882      -5544.882     225972.79  60.90955  60.90955  60.90955
     270    57.0951        43.7037         -5531.375      -5531.375     225972.79  60.90955  60.90955  60.90955
     272    57.1085        43.7500         -5529.655      -5529.655     227653.16  61.06015  61.06015  61.06015
     274    57.1244        44.1606         -5517.684      -5517.684     229619.12  61.23542  61.23542  61.23542
     276    57.1382        44.5652         -5466.977      -5466.977     234919.95  61.70305  61.70305  61.70305
     278    57.1590        44.9640         -5467.863      -5467.863     234304.72  61.64914  61.64914  61.64914
     280    57.1740        44.6429         -5487.703      -5487.703     234304.72  61.64914  61.64914  61.64914
     282    57.1902        44.6809         -5484.720      -5484.720     234146.94  61.63530  61.63530  61.63530
     284    57.2084        44.3662         -5479.638      -5479.638     234146.94  61.63530  61.63530  61.63530
     286    57.2247        44.0559         -5500.216      -5500.216     234146.94  61.63530  61.63530  61.63530
     288    57.2396        44.0972         -5488.115      -5488.115     236094.21  61.80569  61.80569  61.80569
     290    57.2554        44.1379         -5488.381      -5488.381     237604.21  61.93717  61.93717  61.93717
     292    57.2789        44.1781         -5479.578      -5479.578     237129.10  61.89586  61.89586  61.89586
     294    57.2864        43.8776         -5488.873      -5488.873     237129.10  61.89586  61.89586  61.89586
     296    57.2983        44.2568         -5461.206      -5461.206     237724.33  61.94761  61.94761  61.94761
     298    57.3130        44.2953         -5470.604      -5470.604     238795.99  62.04055  62.04055  62.04055
     300    57.3274        44.3333         -5475.435      -5475.435     240074.86  62.15111  62.15111  62.15111
     302    57.3364        44.3709         -5463.842      -5463.842     242053.00  62.32135  62.32135  62.32135
     304    57.3482        44.7368         -5441.532      -5441.532     244617.19  62.54064  62.54064  62.54064
     306    57.3666        44.7712         -5459.096      -5459.096     245937.63  62.65297  62.65297  62.65297
     308    57.3752        44.8052         -5483.530      -5483.530     247001.49  62.74318  62.74318  62.74318
     310    57.3858        44.8387         -5503.841      -5503.841     247899.67  62.81914  62.81914  62.81914
     312    57.4037        44.8718         -5492.803      -5492.803     250865.01  63.06863  63.06863  63.06863
     314    57.4150        45.2229         -5467.780      -5467.780     251050.55  63.08417  63.08417  63.08417
     316    57.4248        44.9367         -5475.294      -5475.294     251050.55  63.08417  63.08417  63.08417
     318    57.4343        44.9686         -5440.075      -5440.075     252158.63  63.17685  63.17685  63.17685
     320    57.4484        45.0000         -5419.978      -5419.978     255035.75  63.41622  63.41622  63.41622
     322    57.4629        45.3416         -5407.520      -5407.520     258554.05  63.70651  63.70651  63.70651
     324    57.4807        45.6790         -5414.834      -5414.834     261493.26  63.94700  63.94700  63.94700
     326    57.4938        45.3988         -5404.466      -5404.466     261493.26  63.94700  63.94700  63.94700
     328    57.5067        45.4268         -5406.209      -5406.209     262477.22  64.02711  64.02711  64.02711
     330    57.5175        45.4545         -5391.613      -5391.613     265746.22  64.29182  64.29182  64.29182
     332    57.5312        45.7831         -5345.407      -5345.407     269808.29  64.61774  64.61774  64.61774
     334    57.5497        45.5090         -5328.651      -5328.651     269808.29  64.61774  64.61774  64.61774
     336    57.5673        45.8333         -5337.696      -5337.696     270436.04  64.66781  64.66781  64.66781
     338    57.5837        45.8580         -5360.337      -5360.337     271589.57  64.75963  64.75963  64.75963
     340    57.6017        46.1765         -5317.641      -5317.641     278048.10  65.26895  65.26895  65.26895
     342    57.6232        46.4912         -5280.398      -5280.398     282853.08  65.64278  65.64278  65.64278
     344    57.6427        46.5116         -5262.462      -5262.462     286317.15  65.90967  65.90967  65.90967
     346    57.6578        46.8208         -5282.224      -5282.224     289232.83  66.13264  66.13264  66.13264
     348    57.6727        46.8391         -5282.309      -5282.309     289664.97  66.16556  66.16556  66.16556
     350    57.6886        46.8571         -5285.619      -5285.619     290588.36  66.23579  66.23579  66.23579
     352    57.7082        46.8750         -5280.828      -5280.828     291769.07  66.32538  66.32538  66.32538
     354    57.7178        46.8927         -5292.819      -5292.819     293639.75  66.46683  66.46683  66.46683
     356    57.7370        46.9101         -5286.544      -5286.544     295277.22  66.59015  66.59015  66.59015
     358    57.7542        47.2067         -5245.197      -5245.197     300235.57  66.96081  66.96081  66.96081
     360    57.7746        47.2222         -5248.701      -5248.701     302313.24  67.11492  67.11492  67.11492
     362    57.7888        46.9613         -5221.567      -5221.567     302313.24  67.11492  67.11492  67.11492
     364    57.8039        46.7033         -5198.561      -5198.561     302313.24  67.11492  67.11492  67.11492
     366    57.8206        46.4481         -5189.690      -5189.690     302313.24  67.11492  67.11492  67.11492
     368    57.8371        46.4674         -5198.315      -5198.315     306359.51  67.41302  67.41302  67.41302
     370    57.8530        46.4865         -5202.739      -5202.739     308632.01  67.57929  67.57929  67.57929
     372    57.8706        46.5054         -5198.436      -5198.436     311375.55  67.77895  67.77895  67.77895
     374    57.8807        46.2567         -5204.056      -5204.056     311375.55  67.77895  67.77895  67.77895
     376    57.8966        46.5426         -5168.751      -5168.751     315830.67  68.10068  68.10068  68.10068
     378    57.9152        46.5608         -5127.553      -5127.553     319462.36  68.36071  68.36071  68.36071
     380    57.9274        46.3158         -5133.595      -5133.595     319462.36  68.36071  68.36071  68.36071
     382    57.9484        46.3351         -5108.475      -5108.475     322161.79  68.55272  68.55272  68.55272
     384    57.9624        46.0938         -5114.780      -5114.780     322161.79  68.55272  68.55272  68.55272
     386    57.9769        46.1140         -5073.221      -5073.221     326234.87  68.84041  68.84041  68.84041
     388    57.9943        46.3918         -5044.270      -5044.270     329026.12  69.03619  69.03619  69.03619
     390    58.0140        46.4103         -5071.094      -5071.094     330300.67  69.12521  69.12521  69.12521
     392    58.0286        46.4286         -5077.984      -5077.984     330328.82  69.12718  69.12718  69.12718
     394    58.0448        46.1929         -5072.323      -5072.323     330328.82  69.12718  69.12718  69.12718
     396    58.0576        46.2121         -5077.007      -5077.007     334198.62  69.39607  69.39607  69.39607
     398    58.0708        46.4824         -5081.900      -5081.900     335360.19  69.47638  69.47638  69.47638
     400    58.0892        46.7500         -5077.689      -5077.689     339543.19  69.76405  69.76405  69.76405
     402    58.1094        46.7662         -5074.569      -5074.569     340311.94  69.81666  69.81666  69.81666
     404    58.1282        46.7822         -5060.093      -5060.093     341058.74  69.86769  69.86769  69.86769
     406    58.1481        46.7980         -5054.696      -5054.696     344333.92  70.09063  70.09063  70.09063
     408    58.1628        46.8137         -5035.731      -5035.731     345004.18  70.13607  70.13607  70.13607
     410    58.1849        47.0732         -4996.509      -4996.509     347315.33  70.29234  70.29234  70.29234
     412    58.2021        47.3301         -5021.833      -5021.833     347382.57  70.29687  70.29687  70.29687
     414    58.2218        47.5845         -5012.696      -5012.696     348067.62  70.34305  70.34305  70.34305
     416    58.2354        47.5962         -5048.004      -5048.004     351229.76  70.55543  70.55543  70.55543
     418    58.2489        47.8469         -5000.061      -5000.061     355866.36  70.86454  70.86454  70.86454
     420    58.2661        47.6190         -5008.193      -5008.193     355866.36  70.86454  70.86454  70.86454
     422    58.2775        47.6303         -4994.430      -4994.430     358657.87  71.04935  71.04935  71.04935
     424    58.2930        47.6415         -5025.236      -5025.236     361081.23  71.20901  71.20901  71.20901
     426    58.3114        47.8873         -4991.461      -4991.461     366177.60  71.54247  71.54247  71.54247
     428    58.3323        47.8972         -4996.643      -4996.643     368069.47  71.66547  71.66547  71.66547
     430    58.3469        48.1395         -5005.230      -5005.230     373061.80  71.98803  71.98803  71.98803
     432    58.3630        47.9167         -5018.242      -5018.242     373061.80  71.98803  71.98803  71.98803
     434    58.3783        48.1567         -4959.629      -4959.629     379296.35  72.38683  72.38683  72.38683
     436    58.3971        48.3945         -4909.804      -4909.804     385821.74  72.79958  72.79958  72.79958
     438    58.4125        48.1735         -4902.113      -4902.113     385821.74  72.79958  72.79958  72.79958
     440    58.4297        47.9545         -4897.187      -4897.187     385821.74  72.79958  72.79958  72.79958
     442    58.4477        47.9638         -4898.689      -4898.689     387245.86  72.88904  72.88904  72.88904
     444    58.4643        47.9730         -4889.653      -4889.653     391339.75  73.14500  73.14500  73.14500
     446    58.4828        47.9821         -4844.661      -4844.661     394577.74  73.34618  73.34618  73.34618
     448    58.5030        47.7679         -4854.513      -4854.513     394577.74  73.34618  73.34618  73.34618
     450    58.5204        47.5556         -4864.283      -4864.283     394577.74  73.34618  73.34618  73.34618
     452    58.5409        47.7876         -4852.503      -4852.503     401085.15  73.74720  73.74720  73.74720
     454    58.5590        47.5771         -4874.176      -4874.176     401085.15  73.74720  73.74720  73.74720
     456    58.5749        47.5877         -4848.987      -4848.987     405367.45  74.00873  74.00873  74.00873
     458    58.5951        47.5983         -4822.817      -4822.817     405351.05  74.00773  74.00773  74.00773
     460    58.6104        47.3913         -4833.591      -4833.591     405351.05  74.00773  74.00773  74.00773
     462    58.6275        47.6190         -4843.838      -4843.838     411190.74  74.36144  74.36144  74.36144
     464    58.6475        47.6293         -4864.281      -4864.281     414024.58  74.53187  74.53187  74.53187
     466    58.6642        47.6395         -4841.423      -4841.423     414930.99  74.58622  74.58622  74.58622
     468    58.6852        47.6496         -4841.059      -4841.059     419291.05  74.84656  74.84656  74.84656
     470    58.6994        47.8723         -4816.533      -4816.533     422833.39  75.05675  75.05675  75.05675
     472    58.7204        47.8814         -4809.910      -4809.910     422924.34  75.06213  75.06213  75.06213
     474    58.7373        48.1013         -4803.454      -4803.454     428120.26  75.36828  75.36828  75.36828
     476    58.7547        47.8992         -4839.960      -4839.960     428120.26  75.36828  75.36828  75.36828
     478    58.7712        47.9079         -4834.357      -4834.357     429476.55  75.44778  75.44778  75.44778
     480    58.7869        47.7083         -4804.663      -4804.663     429476.55  75.44778  75.44778  75.44778
     482    58.8024        47.7178         -4810.115      -4810.115     433137.89  75.66158  75.66158  75.66158
     484    58.8176        47.5207         -4809.100      -4809.100     433137.89  75.66158  75.66158  75.66158
     486    58.8378        47.7366         -4819.470      -4819.470     432657.19  75.63358  75.63358  75.63358
     488    58.8523        47.7459         -4830.154      -4830.154     436199.36  75.83942  75.83942  75.83942
     490    58.8663        47.7551         -4824.336      -4824.336     441278.93  76.13267  76.13267  76.13267
     492    58.8774        47.7642         -4822.934      -4822.934     445339.81  76.36550  76.36550  76.36550
     494    58.8918        47.7733         -4841.203      -4841.203     445306.21  76.36357  76.36357  76.36357
     496    58.9065        47.7823         -4814.523      -4814.523     446270.80  76.41867  76.41867  76.41867
     498    58.9204        47.7912         -4831.101      -4831.101     447307.94  76.47783  76.47783  76.47783
     500    58.9363        47.6000         -4851.303      -4851.303     447307.94  76.47783  76.47783  76.47783
     502    58.9512        47.6096         -4848.147      -4848.147     448835.11  76.56476  76.56476  76.56476
     504    58.9635        47.6190         -4835.788      -4835.788     453312.39  76.81851  76.81851  76.81851
     506    58.9782        47.4308         -4840.872      -4840.872     453312.39  76.81851  76.81851  76.81851
     508    58.9954        47.4409         -4817.167      -4817.167     455693.81  76.95279  76.95279  76.95279
     510    59.0088        47.6471         -4774.156      -4774.156     459778.64  77.18204  77.18204  77.18204
     512    59.0206        47.6562         -4759.532      -4759.532     461165.92  77.25959  77.25959  77.25959
     514    59.0303        47.4708         -4765.396      -4765.396     461165.92  77.25959  77.25959  77.25959
     516    59.0442        47.4806         -4762.141      -4762.141     466120.22  77.53527  77.53527  77.53527
     518    59.0589        47.2973         -4782.097      -4782.097     466120.22  77.53527  77.53527  77.53527
     520    59.0708        47.3077         -4771.140      -4771.140     467923.51  77.63513  77.63513  77.63513
     522    59.0871        47.5096         -4766.181      -4766.181     473943.63  77.96665  77.96665  77.96665
     524    59.0975        47.5191         -4733.205      -4733.205     478720.37  78.22771  78.22771  78.22771
     526    59.1133        47.5285         -4745.683      -4745.683     481598.08  78.38415  78.38415  78.38415
     528    59.1278        47.5379         -4726.093      -4726.093     485015.14  78.56910  78.56910  78.56910
     530    59.1460        47.5472         -4732.714      -4732.714     486109.21  78.62813  78.62813  78.62813
     532    59.1581        47.7444         -4708.757      -4708.757     488706.75  78.76793  78.76793  78.76793
     534    59.1725        47.5655         -4693.044      -4693.044     488706.75  78.76793  78.76793  78.76793
     536    59.1857        47.5746         -4704.574      -4704.574     490358.71  78.85658  78.85658  78.85658
     538    59.1999        47.3978         -4723.845      -4723.845     490358.71  78.85658  78.85658  78.85658
     540    59.2106        47.4074         -4726.255      -4726.255     495615.68  79.13738  79.13738  79.13738
     542    59.2252        47.4170         -4700.165      -4700.165     497276.24  79.22567  79.22567  79.22567
     544    59.2375        47.2426         -4706.482      -4706.482     497276.24  79.22567  79.22567  79.22567
     546    59.2508        47.2527         -4705.120      -4705.120     502882.73  79.52230  79.52230  79.52230
     548    59.2648        47.2628         -4683.540      -4683.540     502777.46  79.51675  79.51675  79.51675
     550    59.2784        47.2727         -4705.430      -4705.430     503361.51  79.54752  79.54752  79.54752
     552    59.2882        47.2826         -4691.730      -4691.730     504204.47  79.59190  79.59190  79.59190
     554    59.2998        47.4729         -4694.870      -4694.870     509952.68  79.89323  79.89323  79.89323
     556    59.3123        47.4820         -4697.358      -4697.358     515165.45  80.16453  80.16453  80.16453
     558    59.3269        47.4910         -4679.242      -4679.242     520549.25  80.44282  80.44282  80.44282
     560    59.3440        47.6786         -4654.896      -4654.896     523450.36  80.59198  80.59198  80.59198
     562    59.3600        47.6868         -4653.360      -4653.360     526676.06  80.75719  80.75719  80.75719
     564    59.3757        47.5177         -4666.488      -4666.488     526676.06  80.75719  80.75719  80.75719
     566    59.3918        47.5265         -4670.738      -4670.738     526895.57  80.76841  80.76841  80.76841
     568    59.4021        47.5352         -4665.272      -4665.272     531580.55  81.00709  81.00709  81.00709
     570    59.4144        47.3684         -4682.210      -4682.210     531580.55  81.00709  81.00709  81.00709
     572    59.4295        47.2028         -4680.393      -4680.393     531580.55  81.00709  81.00709  81.00709
     574    59.4433        47.2125         -4666.040      -4666.040     534054.47  81.13256  81.13256  81.13256
     576    59.4551        47.3958         -4652.146      -4652.146     537241.57  81.29363  81.29363  81.29363
     578    59.4682        47.2318         -4668.123      -4668.123     537241.57  81.29363  81.29363  81.29363
     580    59.4801        47.0690         -4683.402      -4683.402     537241.57  81.29363  81.29363  81.29363
     582    59.4914        47.0790         -4673.156      -4673.156     540413.41  81.45330  81.45330  81.45330
     584    59.5052        47.2603         -4677.541      -4677.541     550182.27  81.94118  81.94118  81.94118
     586    59.5158        47.4403         -4649.814      -4649.814     558708.04  82.36227  82.36227  82.36227
     588    59.5291        47.4490         -4627.507      -4627.507     563951.72  82.61913  82.61913  82.61913
     590    59.5400        47.2881         -4603.438      -4603.438     563951.72  82.61913  82.61913  82.61913
     592    59.5506        47.2973         -4598.924      -4598.924     569114.23  82.87047  82.87047  82.87047
     594    59.5665        47.4747         -4563.642      -4563.642     578760.66  83.33607  83.33607  83.33607
     596    59.5784        47.4832         -4575.066      -4575.066     583523.27  83.56403  83.56403  83.56403
     598    59.5917        47.3244         -4614.074      -4614.074     583523.27  83.56403  83.56403  83.56403
     600    59.6033        47.3333         -4598.881      -4598.881     586319.04  83.69728  83.69728  83.69728
     602    59.6149        47.5083         -4586.329      -4586.329     588052.30  83.77967  83.77967  83.77967
     604    59.6290        47.6821         -4603.962      -4603.962     590739.85  83.90711  83.90711  83.90711
     606    59.6414        47.8548         -4618.995      -4618.995     593067.35  84.01716  84.01716  84.01716
     608    59.6574        47.8618         -4610.181      -4610.181     598397.92  84.26813  84.26813  84.26813
     610    59.6714        47.8689         -4610.036      -4610.036     598112.25  84.25472  84.25472  84.25472
     612    59.6840        47.8758         -4584.282      -4584.282     602991.87  84.48323  84.48323  84.48323
     614    59.6966        47.8827         -4550.914      -4550.914     605538.16  84.60198  84.60198  84.60198
     616    59.7109        47.8896         -4558.357      -4558.357     607322.27  84.68498  84.68498  84.68498
