No. moves  % accept.   % accept. vol.   <E_tot>      <E_sr>    <Vol>      <Lx>     <Ly>    <Lz>
     26252    93.8283    61.8962    -86.013       -86.013      2506948709.35      1293.63261      1293.63261      1293.63261
     26254    93.8287    61.8953    -86.004       -86.004      2507330436.29      1293.69206      1293.69206      1293.69206
     26256    93.8292    61.8982    -85.994       -85.994      2507712275.08      1293.75152      1293.75152      1293.75152
     26258    93.8297    61.9011    -85.985       -85.985      2508094367.54      1293.81100      1293.81100      1293.81100
     26260    93.8301    61.9040    -85.975       -85.975      2508476254.27      1293.87045      1293.87045      1293.87045
     26262    93.8306    61.9069    -85.965       -85.965      2508858542.14      1293.92994      1293.92994      1293.92994
     26264    93.8310    61.9060    -85.955       -85.955      2509241001.01      1293.98945      1293.98945      1293.98945
     26266    93.8315    61.9013    -85.946       -85.946      2509623365.83      1294.04893      1294.04893      1294.04893
     26268    93.8320    61.9042    -85.936       -85.936      2510006072.55      1294.10846      1294.10846      1294.10846
     26270    93.8324    61.9033    -85.926       -85.926      2510388681.16      1294.16796      1294.16796      1294.16796
     26272    93.8329    61.9062    -85.917       -85.917      2510770898.02      1294.22742      1294.22742      1294.22742
     26274    93.8334    61.9015    -85.907       -85.907      2511153020.93      1294.28687      1294.28687      1294.28687
     26276    93.8338    61.9044    -85.898       -85.898      2511535306.33      1294.34632      1294.34632      1294.34632
     26278    93.8343    61.9073    -85.888       -85.888      2511917555.73      1294.40577      1294.40577      1294.40577
     26280    93.8347    61.9064    -85.879       -85.879      2512299907.13      1294.46523      1294.46523      1294.46523
     26282    93.8352    61.9055    -85.869       -85.869      2512682446.79      1294.52470      1294.52470      1294.52470
     26284    93.8357    61.9008    -85.859       -85.859      2513064892.48      1294.58415      1294.58415      1294.58415
     26286    93.8361    61.9037    -85.850       -85.850      2513447389.21      1294.64361      1294.64361      1294.64361
     26288    93.8366    61.9028    -85.841       -85.841      2513829940.99      1294.70307      1294.70307      1294.70307
     26290    93.8371    61.9019    -85.832       -85.832      2514212556.03      1294.76252      1294.76252      1294.76252
     26292    93.8375    61.9048    -85.823       -85.823      2514595161.97      1294.82198      1294.82198      1294.82198
     26294    93.8380    61.9039    -85.814       -85.814      2514977595.02      1294.88141      1294.88141      1294.88141
     26296    93.8384    61.9068    -85.805       -85.805      2515360457.78      1294.94088      1294.94088      1294.94088
     26298    93.8389    61.9097    -85.795       -85.795      2515742917.51      1295.00030      1295.00030      1295.00030
     26300    93.8393    61.9087    -85.786       -85.786      2516125554.85      1295.05974      1295.05974      1295.05974
     26302    93.8398    61.9040    -85.777       -85.777      2516508098.31      1295.11916      1295.11916      1295.11916
     26304    93.8403    61.9031    -85.768       -85.768      2516890486.67      1295.17857      1295.17857      1295.17857
     26306    93.8407    61.9022    -85.759       -85.759      2517272973.94      1295.23797      1295.23797      1295.23797
     26308    93.8412    61.9051    -85.750       -85.750      2517655678.73      1295.29740      1295.29740      1295.29740
     26310    93.8416    61.9042    -85.741       -85.741      2518038259.27      1295.35681      1295.35681      1295.35681
     26312    93.8421    61.9033    -85.732       -85.732      2518420775.83      1295.41621      1295.41621      1295.41621
     26314    93.8426    61.8986    -85.722       -85.722      2518803198.61      1295.47559      1295.47559      1295.47559
     26316    93.8430    61.9015    -85.713       -85.713      2519186114.56      1295.53502      1295.53502      1295.53502
     26318    93.8435    61.9044    -85.705       -85.705      2519569397.71      1295.59448      1295.59448      1295.59448
     26320    93.8439    61.9035    -85.695       -85.695      2519952495.77      1295.65392      1295.65392      1295.65392
     26322    93.8444    61.9064    -85.686       -85.686      2520335105.21      1295.71331      1295.71331      1295.71331
     26324    93.8449    61.9093    -85.677       -85.677      2520717691.17      1295.77268      1295.77268      1295.77268
     26326    93.8453    61.9084    -85.668       -85.668      2521100051.47      1295.83203      1295.83203      1295.83203
     26328    93.8458    61.9113    -85.659       -85.659      2521482508.61      1295.89138      1295.89138      1295.89138
     26330    93.8462    61.9142    -85.650       -85.650      2521865026.35      1295.95074      1295.95074      1295.95074
     26332    93.8467    61.9171    -85.641       -85.641      2522247286.71      1296.01006      1296.01006      1296.01006
     26334    93.8471    61.9200    -85.632       -85.632      2522629720.23      1296.06940      1296.06940      1296.06940
     26336    93.8476    61.9228    -85.623       -85.623      2523011988.57      1296.12871      1296.12871      1296.12871
     26338    93.8481    61.9219    -85.614       -85.614      2523394171.11      1296.18801      1296.18801      1296.18801
     26340    93.8485    61.9248    -85.605       -85.605      2523775899.40      1296.24726      1296.24726      1296.24726
     26342    93.8490    61.9277    -85.596       -85.596      2524157618.21      1296.30650      1296.30650      1296.30650
     26344    93.8494    61.9268    -85.587       -85.587      2524538952.66      1296.36570      1296.36570      1296.36570
     26346    93.8499    61.9297    -85.578       -85.578      2524920233.44      1296.42489      1296.42489      1296.42489
     26348    93.8503    61.9288    -85.569       -85.569      2525301374.78      1296.48406      1296.48406      1296.48406
     26350    93.8508    61.9317    -85.560       -85.560      2525682882.49      1296.54326      1296.54326      1296.54326
     26352    93.8513    61.9346    -85.551       -85.551      2526064286.84      1296.60245      1296.60245      1296.60245
     26354    93.8517    61.9375    -85.543       -85.543      2526446056.05      1296.66167      1296.66167      1296.66167
     26356    93.8522    61.9366    -85.533       -85.533      2526827947.64      1296.72089      1296.72089      1296.72089
     26358    93.8526    61.9394    -85.525       -85.525      2527209761.63      1296.78011      1296.78011      1296.78011
     26360    93.8531    61.9385    -85.516       -85.516      2527591574.12      1296.83932      1296.83932      1296.83932
     26362    93.8535    61.9376    -85.507       -85.507      2527973055.20      1296.89849      1296.89849      1296.89849
     26364    93.8540    61.9367    -85.498       -85.498      2528354750.78      1296.95768      1296.95768      1296.95768
     26366    93.8545    61.9396    -85.489       -85.489      2528736659.14      1297.01689      1297.01689      1297.01689
     26368    93.8549    61.9387    -85.480       -85.480      2529118598.36      1297.07609      1297.07609      1297.07609
     26370    93.8554    61.9378    -85.471       -85.471      2529500540.69      1297.13529      1297.13529      1297.13529
     26372    93.8558    61.9369    -85.462       -85.462      2529882564.47      1297.19450      1297.19450      1297.19450
     26374    93.8563    61.9398    -85.453       -85.453      2530264962.94      1297.25374      1297.25374      1297.25374
     26376    93.8567    61.9427    -85.444       -85.444      2530647598.10      1297.31300      1297.31300      1297.31300
     26378    93.8572    61.9456    -85.435       -85.435      2531030361.29      1297.37227      1297.37227      1297.37227
     26380    93.8577    61.9484    -85.425       -85.425      2531413144.97      1297.43153      1297.43153      1297.43153
     26382    93.8581    61.9475    -85.416       -85.416      2531795832.79      1297.49078      1297.49078      1297.49078
     26384    93.8586    61.9504    -85.407       -85.407      2532178519.83      1297.55003      1297.55003      1297.55003
     26386    93.8590    61.9457    -85.398       -85.398      2532561113.45      1297.60926      1297.60926      1297.60926
     26388    93.8595    61.9486    -85.389       -85.389      2532943466.13      1297.66846      1297.66846      1297.66846
     26390    93.8599    61.9439    -85.380       -85.380      2533325725.49      1297.72765      1297.72765      1297.72765
     26392    93.8604    61.9430    -85.371       -85.371      2533707994.21      1297.78684      1297.78684      1297.78684
     26394    93.8609    61.9459    -85.362       -85.362      2534090477.27      1297.84604      1297.84604      1297.84604
     26396    93.8613    61.9488    -85.353       -85.353      2534472969.54      1297.90524      1297.90524      1297.90524
     26398    93.8618    61.9517    -85.344       -85.344      2534855592.71      1297.96444      1297.96444      1297.96444
     26400    93.8622    61.9470    -85.335       -85.335      2535238122.55      1298.02364      1298.02364      1298.02364
     26402    93.8627    61.9461    -85.326       -85.326      2535620770.35      1298.08284      1298.08284      1298.08284
     26404    93.8631    61.9489    -85.317       -85.317      2536002943.30      1298.14198      1298.14198      1298.14198
     26406    93.8636    61.9518    -85.307       -85.307      2536385260.78      1298.20114      1298.20114      1298.20114
     26408    93.8641    61.9471    -85.298       -85.298      2536767485.05      1298.26028      1298.26028      1298.26028
     26410    93.8645    61.9462    -85.289       -85.289      2537149871.59      1298.31943      1298.31943      1298.31943
     26412    93.8650    61.9453    -85.280       -85.280      2537532145.30      1298.37857      1298.37857      1298.37857
     26414    93.8654    61.9482    -85.271       -85.271      2537913972.30      1298.43766      1298.43766      1298.43766
     26416    93.8659    61.9511    -85.262       -85.262      2538295484.49      1298.49671      1298.49671      1298.49671
     26418    93.8663    61.9540    -85.253       -85.253      2538677076.71      1298.55576      1298.55576      1298.55576
     26420    93.8668    61.9531    -85.244       -85.244      2539058695.37      1298.61481      1298.61481      1298.61481
     26422    93.8673    61.9559    -85.234       -85.234      2539440317.89      1298.67386      1298.67386      1298.67386
     26424    93.8677    61.9550    -85.225       -85.225      2539821912.32      1298.73290      1298.73290      1298.73290
     26426    93.8682    61.9579    -85.216       -85.216      2540203565.83      1298.79194      1298.79194      1298.79194
     26428    93.8686    61.9608    -85.207       -85.207      2540585058.77      1298.85096      1298.85096      1298.85096
     26430    93.8691    61.9637    -85.198       -85.198      2540966540.58      1298.90997      1298.90997      1298.90997
     26432    93.8695    61.9666    -85.189       -85.189      2541348099.81      1298.96898      1298.96898      1298.96898
     26434    93.8700    61.9657    -85.181       -85.181      2541729462.25      1299.02798      1299.02798      1299.02798
     26436    93.8704    61.9685    -85.172       -85.172      2542111038.95      1299.08699      1299.08699      1299.08699
     26438    93.8709    61.9676    -85.163       -85.163      2542492672.10      1299.14600      1299.14600      1299.14600
     26440    93.8714    61.9705    -85.154       -85.154      2542874492.09      1299.20502      1299.20502      1299.20502
     26442    93.8718    61.9696    -85.145       -85.145      2543256455.74      1299.26406      1299.26406      1299.26406
     26444    93.8723    61.9725    -85.136       -85.136      2543638678.32      1299.32312      1299.32312      1299.32312
     26446    93.8727    61.9753    -85.127       -85.127      2544021084.01      1299.38219      1299.38219      1299.38219
     26448    93.8732    61.9782    -85.119       -85.119      2544403791.86      1299.44129      1299.44129      1299.44129
     26450    93.8736    61.9773    -85.110       -85.110      2544786428.16      1299.50038      1299.50038      1299.50038
     26452    93.8741    61.9802    -85.101       -85.101      2545168980.02      1299.55945      1299.55945      1299.55945
     26454    93.8745    61.9831    -85.092       -85.092      2545551549.98      1299.61852      1299.61852      1299.61852
     26456    93.8750    61.9859    -85.084       -85.084      2545934148.36      1299.67759      1299.67759      1299.67759
     26458    93.8754    61.9850    -85.075       -85.075      2546316763.61      1299.73666      1299.73666      1299.73666
     26460    93.8759    61.9879    -85.066       -85.066      2546699388.70      1299.79572      1299.79572      1299.79572
     26462    93.8764    61.9870    -85.057       -85.057      2547082087.54      1299.85479      1299.85479      1299.85479
     26464    93.8768    61.9861    -85.048       -85.048      2547464904.91      1299.91386      1299.91386      1299.91386
     26466    93.8773    61.9852    -85.039       -85.039      2547847349.02      1299.97289      1299.97289      1299.97289
     26468    93.8777    61.9843    -85.030       -85.030      2548229839.91      1300.03192      1300.03192      1300.03192
     26470    93.8782    61.9872    -85.021       -85.021      2548612175.17      1300.09093      1300.09093      1300.09093
     26472    93.8786    61.9862    -85.012       -85.012      2548994506.85      1300.14994      1300.14994      1300.14994
     26474    93.8791    61.9891    -85.003       -85.003      2549376659.28      1300.20892      1300.20892      1300.20892
     26476    93.8795    61.9882    -84.994       -84.994      2549758643.91      1300.26788      1300.26788      1300.26788
     26478    93.8800    61.9911    -84.985       -84.985      2550140629.95      1300.32683      1300.32683      1300.32683
     26480    93.8805    61.9864    -84.976       -84.976      2550522523.27      1300.38577      1300.38577      1300.38577
     26482    93.8809    61.9855    -84.967       -84.967      2550904297.79      1300.44470      1300.44470      1300.44470
     26484    93.8814    61.9884    -84.957       -84.957      2551286291.25      1300.50364      1300.50364      1300.50364
     26486    93.8818    61.9912    -84.948       -84.948      2551668477.47      1300.56260      1300.56260      1300.56260
     26488    93.8823    61.9903    -84.939       -84.939      2552050423.82      1300.62152      1300.62152      1300.62152
     26490    93.8827    61.9932    -84.930       -84.930      2552432491.74      1300.68046      1300.68046      1300.68046
     26492    93.8832    61.9923    -84.922       -84.922      2552814469.92      1300.73938      1300.73938      1300.73938
     26494    93.8836    61.9914    -84.913       -84.913      2553196495.23      1300.79830      1300.79830      1300.79830
     26496    93.8841    61.9905    -84.904       -84.904      2553578501.49      1300.85722      1300.85722      1300.85722
     26498    93.8845    61.9896    -84.895       -84.895      2553960411.68      1300.91612      1300.91612      1300.91612
     26500    93.8850    61.9925    -84.886       -84.886      2554342668.90      1300.97505      1300.97505      1300.97505
     26502    93.8854    61.9915    -84.877       -84.877      2554724784.58      1301.03396      1301.03396      1301.03396
     26504    93.8859    61.9906    -84.868       -84.868      2555106859.29      1301.09287      1301.09287      1301.09287
     26506    93.8863    61.9860    -84.859       -84.859      2555488841.41      1301.15176      1301.15176      1301.15176
     26508    93.8868    61.9851    -84.850       -84.850      2555870567.13      1301.21062      1301.21062      1301.21062
     26510    93.8872    61.9879    -84.841       -84.841      2556252324.45      1301.26947      1301.26947      1301.26947
     26512    93.8877    61.9870    -84.833       -84.833      2556634226.23      1301.32834      1301.32834      1301.32834
     26514    93.8881    61.9899    -84.824       -84.824      2557016080.02      1301.38720      1301.38720      1301.38720
     26516    93.8886    61.9890    -84.815       -84.815      2557397895.93      1301.44605      1301.44605      1301.44605
     26518    93.8891    61.9919    -84.806       -84.806      2557779981.18      1301.50492      1301.50492      1301.50492
     26520    93.8895    61.9947    -84.798       -84.798      2558162324.80      1301.56382      1301.56382      1301.56382
     26522    93.8900    61.9900    -84.789       -84.789      2558544575.86      1301.62270      1301.62270      1301.62270
     26524    93.8904    61.9891    -84.780       -84.780      2558926701.44      1301.68156      1301.68156      1301.68156
     26526    93.8909    61.9845    -84.771       -84.771      2559308734.52      1301.74041      1301.74041      1301.74041
     26528    93.8913    61.9836    -84.762       -84.762      2559690648.40      1301.79924      1301.79924      1301.79924
     26530    93.8918    61.9827    -84.753       -84.753      2560072538.62      1301.85807      1301.85807      1301.85807
     26532    93.8922    61.9818    -84.745       -84.745      2560454399.91      1301.91688      1301.91688      1301.91688
     26534    93.8927    61.9846    -84.736       -84.736      2560836722.65      1301.97574      1301.97574      1301.97574
     26536    93.8931    61.9875    -84.727       -84.727      2561219473.89      1302.03464      1302.03464      1302.03464
     26538    93.8936    61.9904    -84.717       -84.717      2561602451.76      1302.09356      1302.09356      1302.09356
     26540    93.8940    61.9894    -84.708       -84.708      2561985660.72      1302.15250      1302.15250      1302.15250
     26542    93.8945    61.9885    -84.699       -84.699      2562368887.61      1302.21144      1302.21144      1302.21144
     26544    93.8949    61.9839    -84.690       -84.690      2562752021.84      1302.27036      1302.27036      1302.27036
     26546    93.8954    61.9867    -84.681       -84.681      2563135369.87      1302.32930      1302.32930      1302.32930
     26548    93.8958    61.9858    -84.673       -84.673      2563518288.53      1302.38819      1302.38819      1302.38819
     26550    93.8963    61.9887    -84.664       -84.664      2563900580.86      1302.44701      1302.44701      1302.44701
     26552    93.8967    61.9840    -84.655       -84.655      2564282780.81      1302.50582      1302.50582      1302.50582
     26554    93.8972    61.9831    -84.646       -84.646      2564665151.58      1302.56464      1302.56464      1302.56464
     26556    93.8976    61.9822    -84.637       -84.637      2565047517.29      1302.62346      1302.62346      1302.62346
     26558    93.8981    61.9813    -84.628       -84.628      2565430033.44      1302.68228      1302.68228      1302.68228
     26560    93.8985    61.9842    -84.619       -84.619      2565812095.80      1302.74105      1302.74105      1302.74105
     26562    93.8990    61.9870    -84.610       -84.610      2566194219.44      1302.79983      1302.79983      1302.79983
     26564    93.8994    61.9899    -84.601       -84.601      2566576396.15      1302.85861      1302.85861      1302.85861
     26566    93.8999    61.9890    -84.592       -84.592      2566958353.84      1302.91736      1302.91736      1302.91736
     26568    93.9003    61.9919    -84.584       -84.584      2567340176.11      1302.97609      1302.97609      1302.97609
     26570    93.9008    61.9872    -84.575       -84.575      2567721906.21      1303.03480      1303.03480      1303.03480
     26572    93.9012    61.9863    -84.566       -84.566      2568103758.06      1303.09353      1303.09353      1303.09353
     26574    93.9017    61.9854    -84.557       -84.557      2568485629.23      1303.15225      1303.15225      1303.15225
     26576    93.9021    61.9845    -84.548       -84.548      2568867744.66      1303.21099      1303.21099      1303.21099
     26578    93.9026    61.9836    -84.539       -84.539      2569249942.16      1303.26974      1303.26974      1303.26974
     26580    93.9030    61.9865    -84.530       -84.530      2569632200.29      1303.32849      1303.32849      1303.32849
     26582    93.9035    61.9893    -84.521       -84.521      2570014267.06      1303.38721      1303.38721      1303.38721
     26584    93.9039    61.9884    -84.512       -84.512      2570396245.08      1303.44592      1303.44592      1303.44592
     26586    93.9044    61.9875    -84.503       -84.503      2570778348.50      1303.50464      1303.50464      1303.50464
     26588    93.9048    61.9904    -84.494       -84.494      2571160611.88      1303.56337      1303.56337      1303.56337
     26590    93.9053    61.9932    -84.486       -84.486      2571542896.91      1303.62210      1303.62210      1303.62210
     26592    93.9057    61.9923    -84.477       -84.477      2571925276.02      1303.68083      1303.68083      1303.68083
     26594    93.9062    61.9914    -84.468       -84.468      2572307432.87      1303.73954      1303.73954      1303.73954
     26596    93.9066    61.9905    -84.459       -84.459      2572689752.38      1303.79826      1303.79826      1303.79826
     26598    93.9071    61.9934    -84.450       -84.450      2573071990.87      1303.85696      1303.85696      1303.85696
     26600    93.9075    61.9962    -84.441       -84.441      2573454285.38      1303.91567      1303.91567      1303.91567
     26602    93.9080    61.9991    -84.432       -84.432      2573836838.64      1303.97440      1303.97440      1303.97440
     26604    93.9084    62.0020    -84.423       -84.423      2574219526.90      1304.03314      1304.03314      1304.03314
     26606    93.9089    62.0048    -84.414       -84.414      2574601842.51      1304.09183      1304.09183      1304.09183
     26608    93.9093    62.0039    -84.405       -84.405      2574984003.79      1304.15051      1304.15051      1304.15051
     26610    93.9098    62.0030    -84.396       -84.396      2575366195.70      1304.20918      1304.20918      1304.20918
     26612    93.9102    62.0059    -84.387       -84.387      2575748720.06      1304.26788      1304.26788      1304.26788
     26614    93.9107    62.0087    -84.378       -84.378      2576131431.58      1304.32660      1304.32660      1304.32660
     26616    93.9111    62.0116    -84.370       -84.370      2576514226.22      1304.38532      1304.38532      1304.38532
     26618    93.9116    62.0144    -84.361       -84.361      2576897025.85      1304.44404      1304.44404      1304.44404
     26620    93.9120    62.0135    -84.352       -84.352      2577279793.63      1304.50275      1304.50275      1304.50275
     26622    93.9125    62.0164    -84.343       -84.343      2577662762.78      1304.56147      1304.56147      1304.56147
     26624    93.9129    62.0192    -84.334       -84.334      2578045624.05      1304.62018      1304.62018      1304.62018
     26626    93.9134    62.0221    -84.326       -84.326      2578428202.41      1304.67886      1304.67886      1304.67886
     26628    93.9138    62.0212    -84.317       -84.317      2578810740.56      1304.73753      1304.73753      1304.73753
     26630    93.9143    62.0240    -84.308       -84.308      2579193004.59      1304.79616      1304.79616      1304.79616
     26632    93.9147    62.0231    -84.299       -84.299      2579575305.15      1304.85480      1304.85480      1304.85480
     26634    93.9152    62.0260    -84.290       -84.290      2579957736.05      1304.91344      1304.91344      1304.91344
     26636    93.9156    62.0288    -84.282       -84.282      2580340381.27      1304.97210      1304.97210      1304.97210
     26638    93.9161    62.0317    -84.273       -84.273      2580722828.22      1305.03074      1305.03074      1305.03074
     26640    93.9165    62.0308    -84.264       -84.264      2581105046.99      1305.08934      1305.08934      1305.08934
     26642    93.9170    62.0336    -84.256       -84.256      2581487481.60      1305.14797      1305.14797      1305.14797
     26644    93.9174    62.0290    -84.247       -84.247      2581869824.30      1305.20658      1305.20658      1305.20658
     26646    93.9179    62.0243    -84.238       -84.238      2582252075.13      1305.26518      1305.26518      1305.26518
     26648    93.9183    62.0272    -84.230       -84.230      2582634331.69      1305.32377      1305.32377      1305.32377
     26650    93.9188    62.0263    -84.221       -84.221      2583016751.29      1305.38238      1305.38238      1305.38238
     26652    93.9192    62.0254    -84.212       -84.212      2583399018.10      1305.44096      1305.44096      1305.44096
     26654    93.9197    62.0245    -84.204       -84.204      2583781519.11      1305.49956      1305.49956      1305.49956
     26656    93.9201    62.0236    -84.195       -84.195      2584164164.43      1305.55818      1305.55818      1305.55818
     26658    93.9206    62.0264    -84.186       -84.186      2584546645.40      1305.61677      1305.61677      1305.61677
     26660    93.9210    62.0293    -84.177       -84.177      2584929090.21      1305.67536      1305.67536      1305.67536
     26662    93.9215    62.0321    -84.168       -84.168      2585311925.28      1305.73398      1305.73398      1305.73398
     26664    93.9219    62.0350    -84.159       -84.159      2585694091.93      1305.79253      1305.79253      1305.79253
     26666    93.9223    62.0341    -84.150       -84.150      2586076191.19      1305.85106      1305.85106      1305.85106
     26668    93.9228    62.0331    -84.141       -84.141      2586458219.33      1305.90959      1305.90959      1305.90959
     26670    93.9232    62.0360    -84.133       -84.133      2586839613.87      1305.96804      1305.96804      1305.96804
     26672    93.9237    62.0313    -84.124       -84.124      2587220916.90      1306.02648      1306.02648      1306.02648
     26674    93.9241    62.0342    -84.116       -84.116      2587601959.37      1306.08489      1306.08489      1306.08489
     26676    93.9246    62.0370    -84.107       -84.107      2587983477.00      1306.14334      1306.14334      1306.14334
     26678    93.9250    62.0399    -84.099       -84.099      2588364976.86      1306.20179      1306.20179      1306.20179
     26680    93.9255    62.0352    -84.090       -84.090      2588746385.22      1306.26022      1306.26022      1306.26022
     26682    93.9259    62.0381    -84.082       -84.082      2589127919.63      1306.31866      1306.31866      1306.31866
     26684    93.9264    62.0409    -84.073       -84.073      2589509912.60      1306.37714      1306.37714      1306.37714
     26686    93.9268    62.0400    -84.065       -84.065      2589891981.79      1306.43563      1306.43563      1306.43563
     26688    93.9272    62.0429    -84.056       -84.056      2590274270.27      1306.49414      1306.49414      1306.49414
     26690    93.9277    62.0420    -84.048       -84.048      2590656738.42      1306.55266      1306.55266      1306.55266
     26692    93.9281    62.0448    -84.039       -84.039      2591039011.69      1306.61115      1306.61115      1306.61115
     26694    93.9286    62.0439    -84.031       -84.031      2591420967.78      1306.66961      1306.66961      1306.66961
     26696    93.9290    62.0467    -84.022       -84.022      2591802884.23      1306.72806      1306.72806      1306.72806
     26698    93.9295    62.0458    -84.014       -84.014      2592184505.09      1306.78647      1306.78647      1306.78647
     26700    93.9299    62.0487    -84.005       -84.005      2592565738.65      1306.84484      1306.84484      1306.84484
     26702    93.9304    62.0515    -83.997       -83.997      2592947047.26      1306.90321      1306.90321      1306.90321
     26704    93.9308    62.0544    -83.989       -83.989      2593328562.26      1306.96160      1306.96160      1306.96160
     26706    93.9313    62.0572    -83.981       -83.981      2593710294.68      1307.02001      1307.02001      1307.02001
     26708    93.9317    62.0601    -83.972       -83.972      2594092424.85      1307.07845      1307.07845      1307.07845
     26710    93.9321    62.0554    -83.964       -83.964      2594474463.54      1307.13688      1307.13688      1307.13688
     26712    93.9326    62.0583    -83.956       -83.956      2594856786.16      1307.19533      1307.19533      1307.19533
     26714    93.9330    62.0573    -83.947       -83.947      2595238712.08      1307.25374      1307.25374      1307.25374
     26716    93.9335    62.0564    -83.939       -83.939      2595620500.41      1307.31213      1307.31213      1307.31213
     26718    93.9339    62.0593    -83.931       -83.931      2596002472.71      1307.37054      1307.37054      1307.37054
     26720    93.9344    62.0621    -83.922       -83.922      2596383901.06      1307.42888      1307.42888      1307.42888
     26722    93.9348    62.0650    -83.914       -83.914      2596765662.63      1307.48725      1307.48725      1307.48725
     26724    93.9352    62.0641    -83.906       -83.906      2597147611.00      1307.54564      1307.54564      1307.54564
     26726    93.9357    62.0632    -83.898       -83.898      2597529513.58      1307.60402      1307.60402      1307.60402
     26728    93.9361    62.0623    -83.889       -83.889      2597911435.60      1307.66240      1307.66240      1307.66240
     26730    93.9366    62.0614    -83.881       -83.881      2598293301.36      1307.72077      1307.72077      1307.72077
     26732    93.9370    62.0567    -83.872       -83.872      2598675075.83      1307.77912      1307.77912      1307.77912
     26734    93.9375    62.0558    -83.864       -83.864      2599057091.25      1307.83749      1307.83749      1307.83749
     26736    93.9379    62.0549    -83.856       -83.856      2599439203.66      1307.89587      1307.89587      1307.89587
     26738    93.9384    62.0540    -83.848       -83.848      2599821493.37      1307.95426      1307.95426      1307.95426
     26740    93.9388    62.0531    -83.839       -83.839      2600203418.57      1308.01261      1308.01261      1308.01261
     26742    93.9392    62.0485    -83.831       -83.831      2600585252.53      1308.07095      1308.07095      1308.07095
     26744    93.9397    62.0476    -83.823       -83.823      2600966966.95      1308.12927      1308.12927      1308.12927
     26746    93.9401    62.0504    -83.815       -83.815      2601348626.01      1308.18758      1308.18758      1308.18758
     26748    93.9406    62.0495    -83.807       -83.807      2601730460.37      1308.24590      1308.24590      1308.24590
     26750    93.9410    62.0486    -83.798       -83.798      2602112483.55      1308.30424      1308.30424      1308.30424
     26752    93.9415    62.0477    -83.790       -83.790      2602494708.26      1308.36259      1308.36259      1308.36259
     26754    93.9419    62.0468    -83.782       -83.782      2602876794.35      1308.42093      1308.42093      1308.42093
     26756    93.9423    62.0496    -83.773       -83.773      2603258750.37      1308.47924      1308.47924      1308.47924
     26758    93.9428    62.0487    -83.765       -83.765      2603640855.67      1308.53757      1308.53757      1308.53757
     26760    93.9432    62.0478    -83.757       -83.757      2604022886.16      1308.59589      1308.59589      1308.59589
     26762    93.9437    62.0469    -83.748       -83.748      2604405022.14      1308.65421      1308.65421      1308.65421
     26764    93.9441    62.0460    -83.740       -83.740      2604786947.95      1308.71250      1308.71250      1308.71250
     26766    93.9445    62.0451    -83.732       -83.732      2605169119.91      1308.77082      1308.77082      1308.77082
     26768    93.9450    62.0442    -83.724       -83.724      2605551372.31      1308.82914      1308.82914      1308.82914
     26770    93.9454    62.0433    -83.715       -83.715      2605933427.67      1308.88744      1308.88744      1308.88744
     26772    93.9459    62.0462    -83.707       -83.707      2606315364.20      1308.94572      1308.94572      1308.94572
     26774    93.9463    62.0453    -83.698       -83.698      2606697181.74      1309.00398      1309.00398      1309.00398
     26776    93.9468    62.0481    -83.690       -83.690      2607079127.73      1309.06225      1309.06225      1309.06225
     26778    93.9472    62.0509    -83.682       -83.682      2607461064.49      1309.12052      1309.12052      1309.12052
     26780    93.9476    62.0538    -83.673       -83.673      2607843488.44      1309.17883      1309.17883      1309.17883
     26782    93.9481    62.0566    -83.665       -83.665      2608226034.53      1309.23715      1309.23715      1309.23715
     26784    93.9485    62.0557    -83.656       -83.656      2608608574.18      1309.29546      1309.29546      1309.29546
     26786    93.9490    62.0585    -83.647       -83.647      2608991160.58      1309.35378      1309.35378      1309.35378
     26788    93.9494    62.0614    -83.639       -83.639      2609374083.82      1309.41212      1309.41212      1309.41212
     26790    93.9499    62.0605    -83.630       -83.630      2609757193.32      1309.47048      1309.47048      1309.47048
     26792    93.9503    62.0633    -83.622       -83.622      2610140625.22      1309.52887      1309.52887      1309.52887
     26794    93.9507    62.0624    -83.613       -83.613      2610523870.33      1309.58723      1309.58723      1309.58723
     26796    93.9512    62.0652    -83.605       -83.605      2610906942.45      1309.64557      1309.64557      1309.64557
     26798    93.9516    62.0681    -83.597       -83.597      2611290029.73      1309.70391      1309.70391      1309.70391
     26800    93.9521    62.0709    -83.588       -83.588      2611673043.87      1309.76224      1309.76224      1309.76224
     26802    93.9525    62.0700    -83.580       -83.580      2612056160.44      1309.82057      1309.82057      1309.82057
     26804    93.9530    62.0691    -83.572       -83.572      2612439351.84      1309.87891      1309.87891      1309.87891
     26806    93.9534    62.0719    -83.563       -83.563      2612822074.80      1309.93719      1309.93719      1309.93719
     26808    93.9538    62.0748    -83.555       -83.555      2613204982.17      1309.99549      1309.99549      1309.99549
     26810    93.9543    62.0776    -83.546       -83.546      2613587381.88      1310.05373      1310.05373      1310.05373
     26812    93.9547    62.0767    -83.538       -83.538      2613969681.49      1310.11196      1310.11196      1310.11196
     26814    93.9552    62.0758    -83.529       -83.529      2614351950.83      1310.17018      1310.17018      1310.17018
     26816    93.9556    62.0749    -83.521       -83.521      2614734053.76      1310.22837      1310.22837      1310.22837
     26818    93.9560    62.0777    -83.512       -83.512      2615116235.71      1310.28658      1310.28658      1310.28658
